na_acc,na_loss,log,id_na,backbone,rt_loss,id_rt
0.18091592230256628,2.6467853104258605,BPI20RequestForPayment,h25id1me,ST-RNN,0.8931625433277783,2cf8kfzt
0.40238196512122504,2.1682855910854646,BPI20RequestForPayment,h25id1me,ST-RNN,0.7663963628325685,2cf8kfzt
0.5124060683397136,1.8195013805904845,BPI20RequestForPayment,h25id1me,ST-RNN,0.7177992777065167,2cf8kfzt
0.5930809584573941,1.5585298547673088,BPI20RequestForPayment,h25id1me,ST-RNN,0.7038947824348072,2cf8kfzt
0.6781511413582872,1.3644418569045862,BPI20RequestForPayment,h25id1me,ST-RNN,0.7331186329982102,2cf8kfzt
0.741811994895789,1.2052374714978888,BPI20RequestForPayment,h25id1me,ST-RNN,0.6984612169999966,2cf8kfzt
0.770026938891252,1.074237576312551,BPI20RequestForPayment,h25id1me,ST-RNN,0.6759135588236638,2cf8kfzt
0.7832128172408904,0.9608171874878847,BPI20RequestForPayment,h25id1me,ST-RNN,0.6900953630614785,2cf8kfzt
0.7775414717141642,0.8674036899762984,BPI20RequestForPayment,h25id1me,ST-RNN,0.7837899920789296,2cf8kfzt
0.784630653622572,0.7819031272292154,BPI20RequestForPayment,h25id1me,ST-RNN,0.654682053955805,2cf8kfzt
0.7771161207996597,0.716033000937932,BPI20RequestForPayment,h25id1me,ST-RNN,0.7657734559779976,2cf8kfzt
0.7812278463065362,0.6610273671931076,BPI20RequestForPayment,h25id1me,ST-RNN,0.6870383448285041,2cf8kfzt
0.8122784630653622,0.6017235869907004,BPI20RequestForPayment,h25id1me,ST-RNN,0.7037738079080239,2cf8kfzt
0.7870409754714306,0.5847529859284585,BPI20RequestForPayment,h25id1me,ST-RNN,0.6470531299741965,2cf8kfzt
0.792854104636325,0.5585125374587803,BPI20RequestForPayment,h25id1me,ST-RNN,0.6548899557680741,2cf8kfzt
0.7826456826882178,0.5505592760491436,BPI20RequestForPayment,h25id1me,ST-RNN,0.6965064085680898,2cf8kfzt
0.7992343683538919,0.5225490016766885,BPI20RequestForPayment,h25id1me,ST-RNN,0.7372236710211308,2cf8kfzt
0.788317028214944,0.5209442332300348,BPI20RequestForPayment,h25id1me,ST-RNN,0.6558945303045738,2cf8kfzt
0.7707358570820927,0.523647203422448,BPI20RequestForPayment,h25id1me,ST-RNN,0.6501208329292015,2cf8kfzt
0.7849142208989083,0.5073101590512307,BPI20RequestForPayment,h25id1me,ST-RNN,0.6779219095848578,2cf8kfzt
0.782787466326386,0.5059223859238824,BPI20RequestForPayment,h25id1me,ST-RNN,0.6624227334772562,2cf8kfzt
0.7796682262866865,0.5052694479962468,BPI20RequestForPayment,h25id1me,ST-RNN,0.6812353470841654,2cf8kfzt
0.7671912661278888,0.5116445475667145,BPI20RequestForPayment,h25id1me,ST-RNN,0.6478781146427156,2cf8kfzt
0.764639160640862,0.5126180460854285,BPI20RequestForPayment,h25id1me,ST-RNN,0.6488163205861673,2cf8kfzt
0.7894512973202893,0.48648190603144,BPI20RequestForPayment,h25id1me,ST-RNN,0.6445666791428307,2cf8kfzt
0.5266440259339302,1.934233417846642,BPI20TravelPermitData,x9k8148k,ST-RNN,1.3215962206518699,htjat8ec
0.6462797159617166,1.2959096618256623,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9820434381874228,htjat8ec
0.6566841617783267,1.1169825050704971,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8152357392930881,htjat8ec
0.6709169496758258,1.0204555873040544,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1132099374204036,htjat8ec
0.6797468354430379,0.9828799731498076,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9118518439514028,htjat8ec
0.696573016363075,0.9463959126532833,BPI20TravelPermitData,x9k8148k,ST-RNN,1.2203388097515147,htjat8ec
0.722537820314912,0.8866733881970106,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0163719278531664,htjat8ec
0.7229391787588761,0.8672079775870012,BPI20TravelPermitData,x9k8148k,ST-RNN,1.040448131838048,htjat8ec
0.7372954615622106,0.8357686018347557,BPI20TravelPermitData,x9k8148k,ST-RNN,1.066536532452387,htjat8ec
0.7337141092929916,0.8298559567485926,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9105815966359698,htjat8ec
0.7426057425131213,0.8016544032295606,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1189328567302312,htjat8ec
0.7400740969435011,0.8138535238409087,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0553902843036045,htjat8ec
0.7472059277554801,0.8059781999343631,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8192634942907726,htjat8ec
0.7513738808274159,0.7719475548589034,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9232987529004418,htjat8ec
0.7525162087063909,0.7735894976077384,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1278473249001428,htjat8ec
0.7534732942266131,0.7780191056998507,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8523023991056268,htjat8ec
0.7581352269218895,0.7381286072267284,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9473295206492166,htjat8ec
0.7506946588453226,0.7559253818645048,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9904982187307039,htjat8ec
0.7569620253164557,0.7592021109477058,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9649969955401937,htjat8ec
0.7457239888854584,0.7992572693737909,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9706406426378222,htjat8ec
0.754924359370176,0.751015015684848,BPI20TravelPermitData,x9k8148k,ST-RNN,1.0166275858253415,htjat8ec
0.7577338684779252,0.7679985771874065,BPI20TravelPermitData,x9k8148k,ST-RNN,1.1054437367037955,htjat8ec
0.7570546464958321,0.7844726447081558,BPI20TravelPermitData,x9k8148k,ST-RNN,0.882559913571656,htjat8ec
0.7602963877740043,0.7551943942403013,BPI20TravelPermitData,x9k8148k,ST-RNN,0.9861913678085925,htjat8ec
0.7530101883297314,0.7555019455215157,BPI20TravelPermitData,x9k8148k,ST-RNN,0.8966479017323055,htjat8ec
