na_acc,na_loss,rt_loss,log,id,backbone
0.7225686940413708,0.8148370430108094,1.2119783329941602,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7453535041679531,0.7495781092630488,1.0451361321122163,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7247607286199444,0.8379961690405116,1.2121783879260364,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7416486569928991,0.7995543655108139,0.9719252943808593,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7401667181228774,0.8232265022515736,0.922312248250002,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7364001234949058,0.8042118220316035,0.9041251387188338,BPI20TravelPermitData,v2anbjw1,pm-gpt2
0.7007409694350109,0.9876465127585147,0.8636326173603921,BPI20TravelPermitData,alivd82o,qwen25-05b
0.7074405680765669,0.8946249662412836,0.8752732499509213,BPI20TravelPermitData,alivd82o,qwen25-05b
0.708274158690954,0.9062079156096536,0.7728831728434408,BPI20TravelPermitData,alivd82o,qwen25-05b
0.6976227230626737,0.8978037601858423,0.81855880157857,BPI20TravelPermitData,alivd82o,qwen25-05b
0.6880518678604508,1.093624140664949,0.8678780147344031,BPI20TravelPermitData,alivd82o,qwen25-05b
0.6894720592775548,1.0182906391959972,0.8729752880071703,BPI20TravelPermitData,alivd82o,qwen25-05b
0.7284038283420808,0.8491216612436331,0.9226950914560185,BPI20TravelPermitData,alivd82o,qwen25-05b
0.5816918802099413,1.508582382696799,1.0188416318490057,BPI20TravelPermitData,alivd82o,qwen25-05b
0.703426983636925,0.916635956017829,0.9077261578488328,BPI20TravelPermitData,alivd82o,qwen25-05b
0.7889472059277555,0.7224100673518897,0.8508936667376074,BPI20TravelPermitData,alivd82o,qwen25-05b
0.33298184157849586,2.561218331533055,1.9319014599707116,BPI12,gtlg0xog,rnn
0.3776272519302259,2.173169409577629,1.926742584254696,BPI12,gtlg0xog,rnn
0.3892800972261939,2.056177040560436,2.077971024550061,BPI12,gtlg0xog,rnn
0.3948205604804118,1.9696020050528802,2.116105797156491,BPI12,gtlg0xog,rnn
0.43746425507577924,1.8421697881107915,1.9726577859147125,BPI12,gtlg0xog,rnn
0.4365348870460395,1.7717154778035191,2.2847526884092617,BPI12,gtlg0xog,rnn
0.47488919073491564,1.6082740371350666,1.9240620029221476,BPI12,gtlg0xog,rnn
0.5776379754074922,1.505523437290557,1.792805550334997,BPI12,gtlg0xog,rnn
0.5829997140406062,1.441645582164735,2.3178899959731107,BPI12,gtlg0xog,rnn
0.6037853874749786,1.3395869555321973,1.9178860724091633,BPI12,gtlg0xog,rnn
0.6211038032599371,1.3033926715365403,1.9464387880041152,BPI12,gtlg0xog,rnn
0.645017157563626,1.2593211085925213,1.8811000161829559,BPI12,gtlg0xog,rnn
0.6009436659994281,1.256117810103973,1.779831905654065,BPI12,gtlg0xog,rnn
0.6794037746639977,1.1536815098977136,2.6916079958882166,BPI12,gtlg0xog,rnn
0.6550257363454389,1.1665730180486735,3.9747342727918573,BPI12,gtlg0xog,rnn
0.6822633686016586,1.0710143693897225,1.9386917301883757,BPI12,gtlg0xog,rnn
0.7057120388904775,1.052704359212193,2.283199826274083,BPI12,gtlg0xog,rnn
0.7360594795539034,0.9893940332994687,1.478616733567388,BPI12,gtlg0xog,rnn
0.7051758650271661,0.9853576930686683,1.767828252201664,BPI12,gtlg0xog,rnn
0.7419395195882185,0.9315992862045817,2.4484102916199375,BPI12,gtlg0xog,rnn
0.7513225621961681,0.8842659989254182,1.9435726402485614,BPI12,gtlg0xog,rnn
0.7237632256219617,0.9351052995201244,2.5503588909076083,BPI12,gtlg0xog,rnn
0.7640120102945381,0.8984764171117096,2.6798869943768766,BPI12,gtlg0xog,rnn
0.7903917643694596,0.8386063307123182,1.6066943488531464,BPI12,gtlg0xog,rnn
0.7832606519874178,0.802275306673298,1.4058353728419002,BPI12,gtlg0xog,rnn
0.36425078505978664,2.498379039115646,0.7576215917378604,BPI17,ong344n8,rnn
0.45587048378673506,2.091310047588951,0.7306072902545552,BPI17,ong344n8,rnn
0.49241391471842977,1.818342521727971,0.7298287793666195,BPI17,ong344n8,rnn
0.5580978153973454,1.5749210933049067,0.7177111890174502,BPI17,ong344n8,rnn
0.603437985363637,1.386181319720685,0.6987674224218289,BPI17,ong344n8,rnn
0.6417109216567983,1.231088121821822,0.7054952724601493,BPI17,ong344n8,rnn
0.6695932610332268,1.0975982388453263,0.7158306069382202,BPI17,ong344n8,rnn
0.6914325052054721,1.000215115177427,0.7186665963392772,BPI17,ong344n8,rnn
0.710965742229095,0.921127287978221,0.7275810714910964,BPI17,ong344n8,rnn
0.7255444550701636,0.8542668308716495,0.7055898564404576,BPI17,ong344n8,rnn
0.7389260789061387,0.8041002947789285,0.7243130683814839,BPI17,ong344n8,rnn
0.7558379283916956,0.7576582788173533,0.6612832964223825,BPI17,ong344n8,rnn
0.7699215279332072,0.7236836554669537,0.7326989091452258,BPI17,ong344n8,rnn
0.7810141005554764,0.69067374036479,0.6785449133970325,BPI17,ong344n8,rnn
0.8021920632659844,0.6633792652389345,0.7582831778765532,BPI17,ong344n8,rnn
0.8117789488676826,0.638013812516532,0.7979189971142059,BPI17,ong344n8,rnn
0.8197821501481949,0.6168632343032552,0.7783337166301902,BPI17,ong344n8,rnn
0.8235328029516892,0.5962826569981806,0.6643754495972117,BPI17,ong344n8,rnn
0.82677138652071,0.5800245647782418,0.7172223828620431,BPI17,ong344n8,rnn
0.8300337083986137,0.56369194261391,0.7845293158974395,BPI17,ong344n8,rnn
0.8323227596123195,0.5526032215057634,0.7808925924050765,BPI17,ong344n8,rnn
0.8356122109860894,0.5402696019483005,0.7665398621047995,BPI17,ong344n8,rnn
0.8394612082120984,0.5301796715110833,0.7549693904309606,BPI17,ong344n8,rnn
0.8416756533121723,0.5173259849490643,0.7183799913636005,BPI17,ong344n8,rnn
0.8429846514877137,0.5080430328248884,0.7607150017051312,BPI17,ong344n8,rnn
0.08056006493506493,3.40947843526865,1.3336335149678318,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.2041396103896104,2.8594358184120874,1.1808353724417748,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.2869318181818182,2.5494784565715047,1.2873288091126975,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.35633116883116883,2.355273742180366,1.111471626278642,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.4210633116883117,2.201653765393542,1.0736613211693702,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.45068993506493504,2.0811251479309876,1.1378978622424138,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.492288961038961,1.9724143015873896,1.0991118960566335,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.5198863636363636,1.8691977154124866,1.1149056209372235,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.5454545454545454,1.7821937412410587,1.1702088992317001,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.5620941558441559,1.7089499622196347,1.1930173500017687,BPI20PrepaidTravelCosts,aygzegwe,rnn
0.5714285714285714,1.6471079293783608,1.238285662291886,BPI20PrepaidTravelCosts,aygzegwe,rnn
